CH1行数,4,
5995.32,5485.6,
5954.86,5442.9,
5642.33,5156.59,
5630.57,5144.3,
CH1的k,0.927645,
CH1的b,-78.3456,

CH2行数,0,
CH2的k,0,
CH2的b,0,
