CH1行数,6,
2738.6,4.51,
3286.01,5.41,
3887.23,6.4,
4883.56,8.04,
5241.16,8.63,
5999.59,9.876,
CH1的k,0.00164589,
CH1的b,0.00223992,

CH2行数,0,
CH2的k,5.24529e-201,
CH2的b,8.6072e-309,
