通道一计数表：,,,
ID,计数时长(s),计数,计数率
98,1,1763,1763
99,1,1790,1790
100,1,1781,1781
101,1,1876,1876
102,1,1804,1804
103,1,1757,1757
104,1,1790,1790
105,1,1864,1864
106,1,1819,1819
107,1,1826,1826
108,1,1806,1806
109,1,1756,1756
110,1,1863,1863
111,1,1792,1792
112,1,1782,1782
113,1,1789,1789
114,1,1802,1802
115,1,1872,1872
116,1,1823,1823
117,1,1809,1809
118,1,1719,1719
119,1,1809,1809
120,1,1864,1864
121,1,1850,1850
122,1,1844,1844
123,1,1772,1772
124,1,1808,1808
125,1,1803,1803
126,1,1811,1811
127,1,1807,1807
128,1,1912,1912
129,1,1783,1783
130,1,1730,1730
131,1,1847,1847
132,1,1870,1870
133,1,1848,1848
134,1,1828,1828
135,1,1741,1741
136,1,1861,1861
137,1,1824,1824
138,1,1807,1807
139,1,1841,1841
140,1,1684,1684
141,1,1819,1819
142,1,1811,1811
143,1,1850,1850
144,1,1869,1869
145,1,1910,1910
146,1,1833,1833
147,1,1824,1824
148,1,1817,1817
149,1,1724,1724
150,1,1817,1817
151,1,1796,1796
152,1,1808,1808
153,1,1754,1754
154,1,1855,1855
155,1,1885,1885
156,1,1841,1841
157,1,1833,1833
158,1,1854,1854
159,1,1728,1728
160,1,1815,1815
161,1,1839,1839
162,1,1799,1799
163,1,1837,1837
164,1,1855,1855
165,1,1772,1772
166,1,1811,1811
167,1,1812,1812
168,1,1787,1787
169,1,1890,1890
170,1,1828,1828
171,1,1807,1807
172,1,1722,1722
173,1,1803,1803
174,1,1821,1821
175,1,1743,1743
176,1,1826,1826
177,1,1817,1817
178,1,1809,1809
179,1,1823,1823
180,1,1881,1881
181,1,1827,1827
182,1,1805,1805
183,1,1846,1846
184,1,1823,1823
185,1,1794,1794
186,1,1795,1795
187,1,1861,1861
188,1,1803,1803
189,1,1867,1867
190,1,1743,1743
191,1,1840,1840
192,1,1787,1787
193,1,1788,1788
194,1,1801,1801
195,1,1894,1894
196,1,1767,1767
197,1,1841,1841
198,1,1823,1823
199,1,1807,1807
200,1,1898,1898
201,1,1816,1816
,,,#DIV/0!
通道二计数表：,,,#DIV/0!
ID,计数时长(s),计数,#VALUE!
1,2,3601,1800.5
2,2,3702,1851
3,2,3644,1822
4,2,3562,1781
5,2,3602,1801
6,2,3576,1788
7,2,3577,1788.5
8,2,3649,1824.5
9,2,3628,1814
10,2,3685,1842.5
11,2,3706,1853
12,2,3637,1818.5
13,2,3464,1732
14,2,3668,1834
15,2,3604,1802
16,2,3600,1800
17,2,3674,1837
18,2,3618,1809
19,2,3623,1811.5
20,2,3622,1811
21,2,3702,1851
22,2,3733,1866.5
23,2,3606,1803
24,2,3624,1812
25,2,3746,1873
26,2,3618,1809
27,2,3746,1873
28,2,3647,1823.5
29,2,3590,1795
30,2,3665,1832.5
31,2,3684,1842
32,2,3619,1809.5
33,2,3642,1821
34,2,3555,1777.5
35,2,3645,1822.5
36,2,3696,1848
37,2,3608,1804
38,2,3712,1856
39,2,3706,1853
40,2,3587,1793.5
41,2,3627,1813.5
42,2,3758,1879
43,2,3655,1827.5
44,2,3703,1851.5
45,2,3592,1796
46,2,3779,1889.5
47,2,3610,1805
48,2,3634,1817
49,2,3579,1789.5
50,2,3647,1823.5
51,2,3621,1810.5
52,2,3616,1808
53,2,3538,1769
54,2,3708,1854
55,2,3595,1797.5
56,2,3570,1785
57,2,3642,1821
58,2,3598,1799
59,2,3612,1806
60,2,3591,1795.5
61,2,3618,1809
62,2,3537,1768.5
63,2,3670,1835
64,2,3642,1821
65,2,3638,1819
66,2,3672,1836
67,2,3643,1821.5
68,2,3690,1845
69,2,3632,1816
70,2,3700,1850
71,2,3539,1769.5
72,2,3674,1837
73,2,3620,1810
74,2,3507,1753.5
75,2,3661,1830.5
76,2,3627,1813.5
77,2,3619,1809.5
78,2,3618,1809
79,2,3612,1806
80,2,3593,1796.5
81,2,3561,1780.5
82,2,3733,1866.5
83,2,3656,1828
84,2,3707,1853.5
85,2,3627,1813.5
86,2,3611,1805.5
87,2,3597,1798.5
88,2,3560,1780
89,2,3724,1862
90,2,3641,1820.5
91,2,3566,1783
92,2,3676,1838
93,2,3641,1820.5
94,2,3666,1833
95,2,3569,1784.5
96,2,3609,1804.5
97,2,3538,1769
98,2,3673,1836.5
99,2,3560,1780
100,2,3644,1822
101,2,3636,1818
,,平均计数率,1816.608911
