通道一计数表：,,,
ID,计数时长(s),计数,计数率
1,1,1528,1528
2,1,1506,1506
3,1,1527,1527
4,1,1489,1489
5,1,1515,1515
6,1,1518,1518
7,1,1505,1505
8,1,1481,1481
9,1,1487,1487
10,1,1510,1510
11,1,1476,1476
12,1,1530,1530
13,1,1528,1528
14,1,1598,1598
15,1,1483,1483
16,1,1555,1555
17,1,1549,1549
18,1,1567,1567
19,1,1517,1517
20,1,1569,1569
21,1,1542,1542
22,1,1498,1498
23,1,1504,1504
24,1,1508,1508
25,1,1470,1470
26,1,1526,1526
27,1,1508,1508
28,1,1594,1594
29,1,1516,1516
30,1,1627,1627
31,1,1512,1512
32,1,1554,1554
33,1,1448,1448
34,1,1530,1530
35,1,1529,1529
36,1,1581,1581
37,1,1490,1490
38,1,1519,1519
39,1,1507,1507
40,1,1553,1553
41,1,1471,1471
42,1,1570,1570
43,1,1550,1550
44,1,1559,1559
45,1,1516,1516
46,1,1513,1513
47,1,1525,1525
48,1,1506,1506
49,1,1524,1524
50,1,1533,1533
51,1,1491,1491
52,1,1533,1533
53,1,1511,1511
54,1,1527,1527
55,1,1532,1532
56,1,1524,1524
57,1,1530,1530
58,1,1563,1563
59,1,1407,1407
60,1,1502,1502
61,1,1550,1550
62,1,1590,1590
63,1,1593,1593
64,1,1588,1588
65,1,1549,1549
66,1,1470,1470
67,1,1573,1573
68,1,1594,1594
69,1,1488,1488
70,1,1499,1499
71,1,1556,1556
72,1,1500,1500
73,1,1572,1572
74,1,1485,1485
75,1,1510,1510
76,1,1577,1577
77,1,1449,1449
78,1,1502,1502
79,1,1558,1558
80,1,1532,1532
81,1,1555,1555
82,1,1458,1458
83,1,1567,1567
84,1,1452,1452
85,1,1590,1590
86,1,1494,1494
87,1,1456,1456
88,1,1526,1526
89,1,1562,1562
90,1,1578,1578
91,1,1497,1497
92,1,1441,1441
93,1,1537,1537
94,1,1561,1561
95,1,1498,1498
96,1,1530,1530
97,1,1542,1542
98,1,1588,1588
99,1,1520,1520
100,1,1532,1532
101,1,1614,1614
102,1,1529,1529
103,1,1499,1499
104,1,1537,1537
105,1,1517,1517
106,1,1526,1526
107,1,1522,1522
108,1,1550,1550
109,1,1539,1539
110,1,1492,1492
111,1,1554,1554
112,1,1481,1481
113,1,1662,1662
114,1,1500,1500
115,1,1510,1510
116,1,1525,1525
117,1,1586,1586
118,1,1531,1531
119,1,1468,1468
120,1,1553,1553
121,1,1524,1524
122,1,1559,1559
123,1,1524,1524
124,1,1517,1517
125,1,1518,1518
126,1,1434,1434
127,1,1546,1546
128,1,1526,1526
129,1,1487,1487
130,1,1525,1525
131,1,1472,1472
132,1,1554,1554
133,1,1509,1509
134,1,1511,1511
135,1,1571,1571
136,1,1549,1549
137,1,1535,1535
138,1,1562,1562
139,1,1581,1581
140,1,1526,1526
141,1,1547,1547
142,1,1521,1521
143,1,1516,1516
144,1,1553,1553
145,1,1588,1588
146,1,1564,1564
147,1,1529,1529
148,1,1541,1541
