461.71169	-182.00000
461.77557	-110.00000
461.83944	90.00000
461.90331	-230.00000
461.96717	-122.00000
462.03103	-271.00000
462.09489	-192.00000
462.15875	48.00000
462.22259	38.00000
462.28644	20.00000
462.35028	64.00000
462.41412	-153.00000
462.47795	-224.00000
462.54178	-208.00000
462.60560	-156.00000
462.66942	-50.00000
462.73324	-95.00000
462.79705	-42.00000
462.86086	49.00000
462.92467	-150.00000
462.98847	-368.00000
463.05227	-130.00000
463.11606	182.00000
463.17985	-108.00000
463.24363	-94.00000
463.30741	-109.00000
463.37119	-92.00000
463.43496	1102.00000
463.49873	-210.00000
463.56250	-66.00000
463.62626	4.00000
463.69002	54.00000
463.75377	-30.00000
463.81752	-383.00000
463.88126	14.00000
463.94500	2.00000
464.00874	-174.00000
464.07247	174.00000
464.13620	-176.00000
464.19993	-235.00000
464.26365	-138.00000
464.32737	-44.00000
464.39108	-160.00000
464.45479	-417.00000
464.51849	-173.00000
464.58219	-2.00000
464.64589	-216.00000
464.70959	-157.00000
464.77327	-82.00000
464.83696	94.00000
464.90064	126.00000
464.96432	-346.00000
465.02799	-286.00000
465.09166	-290.00000
465.15532	-2.00000
465.21898	-148.00000
465.28264	438.00000
465.34629	-2.00000
465.40994	-210.00000
465.47359	68.00000
465.53723	-97.00000
465.60087	-66.00000
465.66450	-206.00000
465.72813	-122.00000
465.79175	-336.00000
465.85537	94.00000
465.91899	-56.00000
465.98260	388.00000
466.04621	-64.00000
466.10982	-288.00000
466.17342	-139.00000
466.23702	14.00000
466.30061	-60.00000
466.36420	-26.00000
466.42778	-38.00000
466.49136	-335.00000
466.55494	-288.00000
466.61851	-126.00000
466.68208	171.00000
466.74565	6.00000
466.80921	78.00000
466.87277	-130.00000
466.93632	-352.00000
466.99987	-14.00000
467.06341	254.00000
467.12695	70.00000
467.19049	-354.00000
467.25403	230.00000
467.31755	-194.00000
467.38108	-178.00000
467.44460	-1118.00000
467.50812	304.00000
467.57163	-84.00000
467.63514	16.00000
467.69864	-226.00000
467.76214	-274.00000
467.82564	-156.00000
467.88913	50.00000
467.95262	-156.00000
468.01611	-206.00000
468.07959	-242.00000
468.14307	-166.00000
468.20654	33.00000
468.27001	-50.00000
468.33347	-43.00000
468.39693	-208.00000
468.46039	30.00000
468.52384	-130.00000
468.58729	-136.00000
468.65074	-287.00000
468.71418	46.00000
468.77762	-274.00000
468.84105	522.00000
468.90448	-22.00000
468.96790	6.00000
469.03132	-144.00000
469.09474	40.00000
469.15815	-258.00000
469.22156	-100.00000
469.28497	-48.00000
469.34837	-302.00000
469.41177	-284.00000
469.47516	-96.00000
469.53855	58.00000
469.60193	-58.00000
469.66531	-192.00000
469.72869	-66.00000
469.79206	-72.00000
469.85543	34.00000
469.91880	-274.00000
469.98216	-194.00000
470.04552	-80.00000
470.10887	112.00000
470.17222	20.00000
470.23556	-272.00000
470.29890	308.00000
470.36224	-274.00000
470.42557	-178.00000
470.48890	-34.00000
470.55223	-63.00000
470.61555	-260.00000
470.67887	-163.00000
470.74218	30.00000
470.80549	238.00000
470.86879	-108.00000
470.93209	-160.00000
470.99539	80.00000
471.05868	-236.00000
471.12197	4.00000
471.18526	-98.00000
471.24854	-146.00000
471.31182	-470.00000
471.37509	-220.00000
471.43836	-878.00000
471.50162	78.00000
471.56489	-202.00000
471.62814	-239.00000
471.69139	-274.00000
471.75464	666.00000
471.81789	-144.00000
471.88113	-130.00000
471.94437	102.00000
472.00760	0.00000
472.07083	-234.00000
472.13405	-212.00000
472.19727	-34.00000
472.26049	1138.00000
472.32371	-134.00000
472.38691	72.00000
472.45012	1502.00000
472.51332	142.00000
472.57652	100.00000
472.63971	-76.00000
472.70290	-68.00000
472.76608	176.00000
472.82927	-70.00000
472.89244	-130.00000
472.95561	-236.00000
473.01878	150.00000
473.08195	32.00000
473.14511	-172.00000
473.20827	34.00000
473.27142	-118.00000
473.33457	-342.00000
473.39771	-66.00000
473.46085	101.00000
473.52399	-6.00000
473.58713	-254.00000
473.65025	130.00000
473.71338	-136.00000
473.77650	-156.00000
473.83962	-144.00000
473.90273	-64.00000
473.96584	80.00000
474.02894	-256.00000
474.09204	-240.00000
474.15514	102.00000
474.21823	-36.00000
474.28132	102.00000
474.34441	-196.00000
474.40749	-102.00000
474.47057	-46.00000
474.53364	-236.00000
474.59671	-208.00000
474.65977	-382.00000
474.72283	50.00000
474.78589	-42.00000
474.84895	-98.00000
474.91199	-116.00000
474.97504	-238.00000
475.03808	128.00000
475.10112	-64.00000
475.16415	-169.00000
475.22718	64.00000
475.29020	-14.00000
475.35323	-242.00000
475.41624	-180.00000
475.47925	-260.00000
475.54226	78.00000
475.60527	128.00000
475.66827	128.00000
475.73127	92.00000
475.79426	-232.00000
475.85725	-46.00000
475.92023	121.00000
475.98321	-128.00000
476.04619	-82.00000
476.10917	50.00000
476.17213	534.00000
476.23510	-144.00000
476.29806	-336.00000
476.36102	-240.00000
476.42397	-38.00000
476.48692	-174.00000
476.54986	118.00000
476.61280	-168.00000
476.67574	-198.00000
476.73867	230.00000
476.80160	-101.00000
476.86453	16.00000
476.92745	-192.00000
476.99037	-112.00000
477.05328	-48.00000
477.11619	-72.00000
477.17909	-2.00000
477.24199	-96.00000
477.30489	-210.00000
477.36778	-88.00000
