462.07865	124.00000
462.14203	327.00000
462.20540	-128.00000
462.26878	146.00000
462.33215	-288.00000
462.39552	241.00000
462.45889	275.00000
462.52225	-256.00000
462.58562	-172.00000
462.64898	174.00000
462.71234	46.00000
462.77570	242.00000
462.83905	210.00000
462.90241	254.00000
462.96576	128.00000
463.02911	-48.00000
463.09246	100.00000
463.15580	284.00000
463.21915	202.00000
463.28249	178.00000
463.34583	257.00000
463.40917	-211.00000
463.47250	204.00000
463.53584	32.00000
463.59917	210.00000
463.66250	258.00000
463.72583	-83.00000
463.78915	110.00000
463.85248	259.00000
463.91580	610.00000
463.97912	-64.00000
464.04244	-118.00000
464.10575	366.00000
464.16907	390.00000
464.23238	196.00000
464.29569	0.00000
464.35900	64.00000
464.42230	476.00000
464.48561	48.00000
464.54891	410.00000
464.61221	86.00000
464.67551	229.00000
464.73880	254.00000
464.80210	164.00000
464.86539	158.00000
464.92868	-846.00000
464.99197	48.00000
465.05525	-83.00000
465.11854	182.00000
465.18182	228.00000
465.24510	126.00000
465.30838	64.00000
465.37165	180.00000
465.43493	-306.00000
465.49820	147.00000
465.56147	106.00000
465.62474	432.00000
465.68800	432.00000
465.75127	-16.00000
465.81453	170.00000
465.87779	22.00000
465.94105	285.00000
466.00430	368.00000
466.06756	36.00000
466.13081	304.00000
466.19406	321.00000
466.25731	52.00000
466.32055	110.00000
466.38380	387.00000
466.44704	214.00000
466.51028	224.00000
466.57352	324.00000
466.63675	224.00000
466.69999	96.00000
466.76322	106.00000
466.82645	63.00000
466.88968	384.00000
466.95290	448.00000
467.01613	238.00000
467.07935	405.00000
467.14257	350.00000
467.20579	-8.00000
467.26900	221.00000
467.33222	174.00000
467.39543	270.00000
467.45864	1538.00000
467.52185	54.00000
467.58505	69.00000
467.64826	405.00000
467.71146	252.00000
467.77466	120.00000
467.83786	42.00000
467.90105	128.00000
467.96425	346.00000
468.02744	8.00000
468.09063	334.00000
468.15382	398.00000
468.21700	222.00000
468.28019	192.00000
468.34337	24.00000
468.40655	-56.00000
468.46973	-26.00000
468.53290	-110.00000
468.59608	396.00000
468.65925	260.00000
468.72242	-74.00000
468.78559	-34.00000
468.84875	40.00000
468.91192	316.00000
468.97508	286.00000
469.03824	1798.00000
469.10140	242.00000
469.16455	124.00000
469.22771	160.00000
469.29086	54.00000
469.35401	206.00000
469.41716	253.00000
469.48030	148.00000
469.54345	-188.00000
469.60659	302.00000
469.66973	-8.00000
469.73287	-6.00000
469.79600	324.00000
469.85914	202.00000
469.92227	8.00000
469.98540	42.00000
470.04853	-92.00000
470.11165	298.00000
470.17478	-175.00000
470.23790	330.00000
470.30102	144.00000
470.36414	224.00000
470.42725	400.00000
470.49037	-64.00000
470.55348	16.00000
470.61659	102.00000
470.67970	-38.00000
470.74280	410.00000
470.80591	67.00000
470.86901	222.00000
470.93211	-34.00000
470.99521	142.00000
471.05830	10.00000
471.12140	132.00000
471.18449	68.00000
471.24758	-106.00000
471.31067	206.00000
471.37375	334.00000
471.43684	-194.00000
471.49992	64.00000
471.56300	98.00000
471.62608	196.00000
471.68915	178.00000
471.75223	142.00000
471.81530	160.00000
471.87837	126.00000
471.94144	164.00000
472.00450	180.00000
472.06757	310.00000
472.13063	406.00000
472.19369	110.00000
472.25675	180.00000
472.31980	204.00000
472.38286	90.00000
472.44591	-34.00000
472.50896	116.00000
472.57201	158.00000
472.63505	-1038.00000
472.69810	134.00000
472.76114	-96.00000
472.82418	262.00000
472.88722	102.00000
472.95025	98.00000
473.01329	136.00000
473.07632	338.00000
473.13935	18.00000
473.20238	182.00000
473.26540	-11.00000
473.32843	38.00000
473.39145	103.00000
